0,1,2
Gdańsk,Sybin,1.198536076310944
Sybin,Gdańsk,1.3542513933119722
Gdańsk,Barcelona,2.2331477443130696
Barcelona,Gdańsk,2.489458897024464
Gdańsk,Kiruna,1.698564715730953
Kiruna,Gdańsk,1.8330430427985678
Gdańsk,Warszawa,0.36556213251728714
Warszawa,Gdańsk,0.3381663755136497
Gdańsk,Kalamata,2.323807931051845
Kalamata,Gdańsk,2.337773122945185
Gdańsk,Paryż,1.622465001843137
Paryż,Gdańsk,1.6932868868442263
Gdańsk,Ateny,2.470234348058635
Ateny,Gdańsk,2.3340309504213166
Gdańsk,Evenes,1.818462865485715
Evenes,Gdańsk,1.9064175385442743
Gdańsk,Sybin,1.246303818482757
Sybin,Gdańsk,1.2899244521296536
Gdańsk,Wrocław,0.45524571078008136
Wrocław,Gdańsk,0.468204437695851
Gdańsk,Kolonia,0.9873386601722722
Kolonia,Gdańsk,1.0043421962257557
Gdańsk,Mumbaj,8.124279317705248
Mumbaj,Gdańsk,7.619729651586671
Gdańsk,Barcelona,2.1036899040630366
Barcelona,Gdańsk,2.516013125259392
Gdańsk,Sztokholm,0.6900062527227886
Sztokholm,Gdańsk,0.6691222862360213
Gdańsk,Helsinki,1.0017386481085346
Helsinki,Gdańsk,0.887796811356853
Gdańsk,Bruksela,1.385259264340512
Bruksela,Gdańsk,1.2282523111212804
Gdańsk,Ostrawa,0.597162233619964
Ostrawa,Gdańsk,0.5663668717965129
Gdańsk,Lublana,1.2853042457919732
Lublana,Gdańsk,1.1580008419724819
Gdańsk,Berlin,0.510305244318156
Berlin,Gdańsk,0.5096609195147241
Gdańsk,Kiruna,1.9544523871917199
Kiruna,Gdańsk,1.8906134901226435
